Date,LOT,Predicted_Pickups,Predicted_Returns
2024-12-16,0,1965,3
2025-01-24,0,1182,3
2025-01-30,0,1084,3
2024-10-02,0,4307,2
2024-10-23,0,3528,1
2024-10-29,0,3324,2
2024-11-01,0,3224,1
2024-11-02,0,3192,2
2024-11-07,0,3032,1
2024-11-12,0,2878,2
2024-11-26,0,2474,1
2024-11-27,0,2447,1
2025-04-25,0,215,2
