Date,LOT,Predicted_Pickups,Predicted_Returns
2024-03-28,0,12233,1
2024-04-08,0,11448,3
2024-05-30,0,8188,1
2024-05-31,0,8133,2
2024-06-03,0,7967,2
2024-06-13,0,7431,3
2024-07-08,0,6198,3
2024-07-25,0,5443,1
2024-09-06,0,3811,4
2024-09-10,0,3678,2
2024-10-11,0,2753,2
2024-10-16,0,2620,3
2024-11-05,0,2131,1
2025-01-17,0,863,2
2025-01-31,0,700,2
2025-03-05,0,399,59
2025-03-20,0,298,25
