,Date,Predicted_Pickups,Predicted_Returns
2025-10-02,,2,2
2025-10-03,,6,17
2025-10-04,,8,20
2025-10-05,,10,22
2025-10-06,,12,24
2025-10-07,,14,26
2025-10-08,,16,28
2025-10-09,,16,29
2025-10-10,,16,29
2025-10-11,,16,29
2025-10-12,,16,29
2025-10-13,,16,29
2025-10-14,,16,29
2025-10-15,,16,30
2025-10-16,,16,30
2025-10-17,,16,30
2025-10-18,,16,30
2025-10-19,,16,30
2025-10-20,,16,31
2025-10-21,,16,31
