,Date,Predicted_Pickups,Predicted_Returns
0,2024-12-27,2,4
1,2025-01-14,3,6
2,2024-09-12,6,3
3,2024-09-24,6,1
4,2024-09-25,1,1
5,2024-10-08,2,1
6,2024-10-11,3,2
7,2024-10-23,4,2
8,2024-11-07,4,4
9,2024-11-16,2,1
10,2024-11-19,2,1
11,2025-02-03,1,9
12,2025-03-27,0,21
13,2025-03-13,13,24
