,Date,Predicted_Pickups,Predicted_Returns
2025-10-03,,4,78
2025-10-04,,4,78
2025-10-05,,4,79
2025-10-06,,4,80
2025-10-07,,4,81
2025-10-08,,4,81
2025-10-09,,4,82
2025-10-10,,4,83
2025-10-11,,4,84
2025-10-12,,4,84
2025-10-13,,4,85
2025-10-14,,4,86
2025-10-15,,4,87
2025-10-16,,4,87
