,Date,Predicted_Pickups,Predicted_Returns
2025-10-03,,3,2
2025-10-04,,3,2
2025-10-05,,3,2
2025-10-06,,3,2
2025-10-07,,3,2
2025-10-08,,3,2
2025-10-09,,3,2
2025-10-10,,3,2
2025-10-11,,3,2
2025-10-12,,3,2
2025-10-13,,3,2
2025-10-14,,3,2
2025-10-15,,3,2
2025-10-16,,3,2
