,Date,Predicted_Pickups,Predicted_Returns
2025-10-03,,14,14
2025-10-04,,14,14
2025-10-05,,14,14
2025-10-06,,14,14
2025-10-07,,14,14
2025-10-08,,14,14
2025-10-09,,14,14
2025-10-10,,14,14
2025-10-11,,14,14
2025-10-12,,14,14
2025-10-13,,14,14
2025-10-14,,14,14
2025-10-15,,14,14
2025-10-16,,14,14
