,Date,Predicted_Pickups,Predicted_Returns
2025-10-03,,4,4
2025-10-04,,4,4
2025-10-05,,4,4
2025-10-06,,4,4
2025-10-07,,4,4
2025-10-08,,4,4
2025-10-09,,4,4
2025-10-10,,4,4
2025-10-11,,4,4
2025-10-12,,4,4
2025-10-13,,4,4
2025-10-14,,4,4
2025-10-15,,4,4
2025-10-16,,4,4
