Date,Predicted_Pickups,Predicted_Returns
2024-12-27,2,4
2025-01-14,3,6
2024-09-12,6,3
2024-09-24,6,1
2024-09-25,1,1
2024-10-08,2,1
2024-10-11,3,2
2024-10-23,4,2
2024-11-07,4,4
2024-11-16,2,1
2024-11-19,2,1
2025-02-03,1,9
2025-03-27,0,21
2025-03-13,13,24
