Date,LOT,Predicted_Pickups,Predicted_Returns
2025-01-10,0,36,7
2025-01-22,0,28,14
2024-11-06,0,99,2
2024-11-07,0,98,2
2024-11-12,0,91,5
2024-11-13,0,90,1
2024-11-27,0,74,2
2024-12-05,0,65,1
2025-04-02,0,6,14
2025-06-04,0,4,5
2025-06-16,0,4,41
2025-07-07,0,5,37
2025-05-29,0,4,1
